Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Fish Health Zone,Industry average L. salmonis motiles per fish,DFO average L. salmonis motiles per fish,Comments,Year Class
20-Nov-19,332,Grieg Seafood BC,Salten,49.61535,-123.83407,3.1,1.4,2.4,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
27-Nov-19,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,2.3,2.4,1.7,Statistical agreement between DFO and industry counts,2
10-Dec-19,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,3.2,0.3,0.6,Statistical agreement between DFO and industry counts,1
8-Jan-20,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,3.1,6.2,9.2,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",1
21-Jan-20,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,3.3,0.0,0.0,Statistical agreement between DFO and Industry counts,1
30-Jan-20,1237,MOWI Canada West,Monday Rocks,50.48568,-127.87265,2.4,0.5,1.4,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
13-Feb-20,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,2.4,4.4,3.7,Statistical agreement between DFO and Industry counts,2
13-Feb-20,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,2.4,3.1,5.1,"Statistically significant difference between DFO and Industry counts; Difference attributed to sample selection, methodology meets requirements outlined in licence conditions",2
19-Feb-20,7713,MOWI Canada West,Cougar,52.71993,-128.57432,3.5,0.7,1.1,Statistical agreement between DFO and Industry counts,1
25-Feb-20,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,2.3,1.6,2.0,Statistical agreement between DFO and industry counts,2
25-Feb-20,227,Cermaq Canada,Bawden,49.30798,-126.00721,2.3,4.9,5.9,Statistical agreement between DFO and Industry counts,2
26-Feb-20,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,2.3,0.7,1.2,Statistical agreement between DFO and industry counts,1
10-Mar-20,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,3.2,1.0,0.6,Statistical agreement between DFO and Industry counts,2
